"","city","state","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34","col35","col36","col37","col38","col39","col40","col41","col42","col43","col44","col45","col46","col47","col48","col49","col50","col51","col52","col53","col54","col55","col56","col57","col58","col59","col60","col61","col62","col63","col64","col65","col66","col67","col68","col69","col70","col71","col72","col73","col74","col75","col76","col77","col78","col79","col80","col81","col82","col83","col84","col85","col86","col87","col88","col89","col90","col91","col92","col93","col94","col95","col96","col97","col98","col99","col100","col101","col102","col103","col104","col105","col106","col107","col108","col109","col110","col111","col112","col113","col114","col115","col116","col117","col118","col119","col120","col121","col122","col123","col124","col125","col126","col127","col128","col129","col130","col131","col132","col133","col134","col135","col136","col137","col138","col139","col140","col141","col142","col143","col144","col145"
"1367","Bouldercity","CO",NA,NA,7,83312,2.4,1.26,92.53,3.85,4.83,21.85,41.56,27.91,6.67,83312,100,29407,84.76,0.97,58.22,14.34,2.79,10.11,46208,17268,17842,10724,12860,10948,6710,8807,14393,18.96,2.13,5.08,58.87,5.05,66.32,11.11,39.42,5.29,43.89,8.48,54.51,13.02,10.73,2.8,71.57,71.57,84.19,67.05,64.07,71.93,658,1.83,6752,31.21,41.72,51.7,56.99,2.53,3.38,4.19,4.62,90.11,1.31,2.25,1.29,2.18,2.38,2.01,50.35,2.29,55.41,2,1589,95.62,46.15,0.63,18.75,1969,1.64,0.3,95200,122700,166200,71000,376,480,624,248,521,31.9,21,11.6,213,29,8.1,25.58,30.96,54.51,69.28,3565.8,5.62,7.5,101501.3,1,1.14,20,22.79,40,45.59,122,139.04,947,1079.29,4398,5012.37,289,329.37,18,20.51,208.56,6441.54,120,136.76,111,126.51,121522,138497.7,1012.7,136.8,93.7,86.78,5.79,4.96,0.83,11.57,9,10,135.1,23.4,57,8906026,92.5,0
"1379","Garlandcity","TX",NA,NA,7,180650,2.86,8.87,79.67,4.47,11.63,14.48,28.71,12.75,5.12,180635,100,37274,90.6,1.12,38.97,12.87,3.02,9.29,41174,15056,16424,9826,12773,11461,7832,8356,14062,7.83,6.37,17.45,24.32,4.9,74.7,21.18,17.67,11.62,26.97,10.17,25.8,15.23,12.76,3.26,77.86,74.78,87.78,77.34,67.67,74.68,2900,2.5,15970,15.22,26.01,41.93,55.94,1.35,2.3,3.71,4.95,85.04,3.53,5.95,4.62,2.85,2.91,2.75,65.52,6.42,34.26,3,6402,90.8,64.24,1.27,29.83,1975,4.42,0.33,58200,73100,92900,34700,340,411,515,175,494,24.9,21.7,12.4,0,0,8.84,57.09,45.93,79.08,89.29,3040.6,2.11,3.7,64477.6,12,6.06,114,57.61,293,148.07,NA,NA,2522,1274.54,7567,3824.13,1033,522.05,145,73.28,NA,5694,216,109.16,202,102.08,173847,87857,804.8,109.2,85.68,93.52,2.31,3.7,0,6.02,8,8,144.6,59.4,127,12758506,93.52,5
"1390","Huntingtoncity","WV",NA,NA,7,54844,2.34,6.75,92.52,0.46,0.54,17.19,28.54,17.51,17.59,54844,100,18276,63.37,0.3,34.18,39.35,9.64,22.15,26283,12005,12335,6972,7201,23973,5467,8106,12021,23.18,11.89,27.58,20.85,10.76,45.3,11.57,34.55,11.8,32.16,10.92,32.48,13.71,12.48,2.89,66.78,63.3,72.2,66.97,51.18,61.67,1102,2.5,668,20.36,27.99,32.78,37.28,0.25,0.34,0.4,0.45,96.98,0.38,2.79,1.7,2.21,2.36,2.02,60.75,1.08,53.61,2,3255,87.8,57.07,4.02,58.99,1945,10.5,0.53,33400,46700,67200,33800,169,235,296,127,311,30.9,17.2,12.1,68,6,1.22,74.83,53.71,77.93,89.1,3553,1.64,11.88,44106.6,2,3.71,61,113.04,83,153.8,158,292.78,787,1458.35,2259,4186.05,136,252.02,33,61.15,563.33,5957.57,101,187.16,94,174.19,50000,92652.6,495,187.2,93.51,99.01,0.99,0,0,0.99,12,5,116.2,15.4,50,2380215,93.07,0
"1403","Minneapoliscity","MN",53,43000,7,368383,2.29,13.02,78.44,4.27,2.14,12.32,30.92,15.25,10.92,368383,100,25324,77.11,0.61,44.03,22.69,10.55,12.56,32998,14830,16936,7771,5609,6072,8577,8660,65556,18.53,6.54,17.42,30.3,6.67,64.45,14.13,30.89,11.72,31.78,12.01,47.84,14.11,13.1,2.97,57.57,54.43,64.94,57.7,60.21,66.95,20186,8.98,22624,24.98,37.02,48.48,59.78,1.53,2.27,2.98,3.67,90.54,1.77,5.42,2.76,2.19,2.41,1.97,54.71,3.56,64.91,2,11984,93.06,49.69,6.3,27.06,1939,3.82,0.65,58500,71700,93200,34700,305,390,492,187,424,28.4,20.7,13,1052,28,6.14,61.6,43.87,76.04,85.24,6472.9,16.42,2.11,128069.9,58,16.21,518,144.81,3178,888.43,2727,762.35,9358,2616.09,19952,5577.72,4672,1306.09,NA,NA,1811.81,NA,806,225.32,493,137.82,320888,89706.4,398.1,225.3,84.28,91.56,3.23,2.11,0.5,5.83,17,11,77.7,56.9,292,45811752,61.17,5
"1410","Burlingtoncity","VT",7,10675,7,39127,2.67,1,96.8,1.49,1.23,26.33,45.34,32.37,8.96,39127,100,25523,80.46,0.89,48.16,22.21,8.29,12.17,35943,13918,14186,6507,5974,7382,9154,9341,6568,19.34,8.34,17.64,34.8,6.31,62.27,10.44,32.88,7.85,31.31,8.04,55.64,10.33,9.28,2.93,63.96,62.38,72.06,71.74,63.9,69.58,956,4.45,1628,22.67,30.77,33.54,37.41,0.94,1.28,1.4,1.56,92.71,0.62,3.5,2.19,2.29,2.52,2.14,44.17,1.87,57.58,2,800,94.83,40.24,3.5,25,1945,4.5,0.25,88700,113500,148600,59900,331,435,573,242,493,30.1,21.9,12.8,78,1,4.16,51.62,35.91,63.02,74.96,3580.2,3.37,2.2,157424.5,1,2.57,26,66.83,9,23.13,34,87.39,620,1593.58,2269,5832.01,92,236.47,NA,NA,179.92,NA,91,233.9,83,213.33,40473,104027.7,444.8,233.9,96.8,100,0,0,0,0,2,10,150.8,10.9,29,6124758,91.21,0
"1414","Monroecity","LA",NA,NA,7,54909,2.87,55.55,43.31,0.85,0.77,19.49,32.19,18.54,11.77,54909,100,16223,68.92,0.53,26.44,29.69,16.2,12.99,20631,10037,17356,4367,2248,9865,4430,45865,19241,37.76,14.15,31.32,23.71,11.99,48.29,9.44,35.44,11.54,30.35,10.31,41.96,14.84,12.86,3.39,47.94,38.13,44.74,46.06,56.43,64.96,7610,16.24,752,24.2,41.76,57.31,60.11,0.33,0.57,0.78,0.82,95.25,0.49,10.45,6.92,2.67,2.66,2.67,51.71,8.54,48.94,3,2479,88.53,51.88,7.87,50.63,1963,10.28,0.7,30700,50100,82700,52000,99,203,299,200,300,30.5,22.3,13,20,2,1.37,78.72,51.67,82.34,92.06,2025.3,3.79,4.8,61116.5,17,29.61,29,50.52,127,221.23,950,1654.88,1047,1823.85,4357,7589.8,260,452.91,NA,NA,1956.24,NA,125,217.75,95,165.49,41610,72483.7,332.9,217.7,64.91,78.4,21.6,0,0,21.6,6,10,158.4,27.1,71,3508456,76,5
"1421","Oceansidecity","CA",NA,NA,7,128398,2.75,7.89,74.72,6.09,22.57,12.55,28.56,13.63,13.1,128398,100,33453,75.22,0.81,43.89,27.99,7.82,23.1,36720,14522,16294,10091,15767,10415,7449,7651,12823,10.07,7.47,18.79,18.79,6.82,60.96,14.77,18.49,12.94,23.42,9.41,26.16,14.11,11.8,3.12,75.19,69.8,82.83,73.76,59.63,66.18,3109,3.48,20095,18.42,29.07,38.27,46.41,2.88,4.55,5.99,7.26,75.82,6.2,7.88,5.79,2.72,2.62,2.85,56.36,9.61,57.93,2,4368,91.45,58.43,0.46,16.76,1978,3.51,0.37,124900,170200,222900,98000,506,599,698,192,651,31.9,28.7,11.6,46,792,15.65,36.37,31.62,61.84,78.79,3047.5,4.03,6.52,120982,18,12.25,66,44.91,446,303.48,969,659.35,2007,1365.64,3527,2399.91,1974,1343.19,66,44.91,1019.98,5153.64,184,125.2,169,114.99,150000,102065.8,815.2,125.2,92.65,79.89,2.72,13.04,2.17,16.85,12,7,209.9,42.1,126,17780000,91.85,5
"1427","Lawrencecity","MA",9,34550,7,70207,2.89,6.4,64.98,1.93,41.64,15.33,30.15,14.27,11.09,70207,100,22183,66.9,0.31,25.76,28.06,20.25,14.93,26398,9686,11818,7200,5301,7859,5215,5425,18946,27.51,21.36,43.01,9.74,14.99,51.33,34.78,19.95,23.68,17.87,11.01,40.05,16.75,14.08,3.42,49.97,44.67,55.42,51.51,51.03,59.44,5588,10.19,14673,21.19,33.8,46.28,56.23,4.43,7.06,9.67,11.75,49.12,13.83,10.19,7.17,2.83,2.86,2.81,32.41,10.41,55.93,2,2645,90.17,32.04,5.33,30.74,1943,10.11,1.91,106300,129600,152400,46100,302,470,561,259,559,31.6,23.7,15.1,57,25,20.9,56.65,45.68,78,82.34,9727.2,2.67,9.09,105318.4,3,4.73,33,52,387,609.82,925,1457.59,1464,2306.93,NA,NA,NA,NA,69,108.73,2124.14,NA,132,208,106,167.03,50000,78788.5,378.8,208,70.29,94.7,1.52,3.79,0,4.55,12,5,121.2,7.2,21,6683611,80.3,0
"1430","SanDiegocity","CA",NA,NA,7,1110549,2.73,9.39,67.12,11.79,20.67,15.18,32.67,17.07,9.3,1109990,99.95,33686,80.04,0.66,43.25,20.08,8.81,16.22,39318,16401,19807,10375,11893,10628,7160,8242,142382,13.38,8.15,17.74,29.77,5.72,65.09,13.89,25.46,8.76,32.52,10.46,41.26,15.23,12.8,3.23,70.7,66.26,79.03,71.98,54.89,62.71,31173,4.5,232138,17.52,27.84,38.1,49.57,3.66,5.82,7.96,10.36,70.8,6.53,9.09,5.7,2.61,2.71,2.53,50.04,10.47,59.71,2,25626,94.06,48.3,1.94,14.52,1970,2.34,0.65,140400,189400,275700,135300,437,560,711,274,602,29.8,25.3,11.4,2846,2101,20.9,35.27,37.92,71.41,79.65,3308.5,4.41,3.58,154508,133,11.49,396,34.2,4651,401.72,8283,715.43,14583,1259.58,37862,3270.25,19319,1668.64,245,21.16,1162.84,6219.62,1368,118.16,479,41.37,581695,50242.7,425.2,118.2,92.71,73.25,7.6,14.77,3.22,24.27,49,14,376.3,335.7,621,178884864,35.01,5
"1434","SanAntoniocity","TX",NA,NA,7,935933,2.86,7.04,72.24,1.14,55.59,15.89,30.35,14.98,9.5,935927,100,23584,79.02,0.8,31.98,23,9.58,16.21,26885,10884,12322,8730,9651,11075,6269,7032,207161,22.64,17.05,30.87,17.84,8.92,58.48,9.01,25.46,12.34,25,11.52,31.66,16.25,14.01,3.41,68.55,62.53,75.83,70.16,56.69,63.45,25665,3.48,87549,8.9,16.06,24.61,35.06,0.83,1.5,2.3,3.28,52.7,7.13,9.73,6.9,2.8,3.01,2.55,58.04,10.44,54.54,2,38653,89.42,53.99,6.94,37.87,1969,8.01,0.7,35700,49700,74600,38900,232,308,393,161,369,25.3,20.9,12.7,698,44,9.35,69.25,51.62,83.78,90.95,2712.7,5,1.97,88047.4,220,22,553,55.31,2979,297.93,2973,297.33,17866,1786.78,61284,6129.01,11796,1179.72,958,95.81,672.57,9191.32,1576,157.62,1343,134.31,641169,64123.3,406.8,157.6,100,56.03,5.84,37.94,0.19,43.97,31,12,186.6,345,662,88038576,85.22,0
"1435","Chicagocity","IL",31,14000,7,2783726,2.72,39.07,45.39,3.74,19.61,14.32,29.66,14.38,10.76,2783726,100,26301,74.79,0.4,33.16,25.46,14.36,12.72,30707,12899,18258,8569,11251,11581,6868,7438,592298,21.62,15.27,33.95,19.45,11.32,56.5,18.67,23.86,17.62,24.87,11.03,43.87,14.73,12.99,3.46,54.35,47.86,62.74,57.06,54.43,62.07,247653,12.08,469187,16.1,25.04,33.98,44.13,2.71,4.22,5.73,7.44,70.88,7.42,12.29,7.65,2.67,2.94,2.47,45.76,8.78,63.87,2,107865,90.48,41.48,12.57,39.66,1944,7.82,1.01,59000,78700,110400,51400,277,377,490,213,445,27.3,21.1,13.7,5180,1584,16.85,59.85,54.96,89.95,91.3,11945.9,29.94,1.27,360641.59,845,30.73,NA,NA,35189,1279.69,39753,1445.66,45670,1660.84,121314,4411.72,40438,1470.57,1676,60.95,NA,7604.09,11837,430.47,10929,397.45,3717286,135183.3,314,430.5,75.64,69.6,23.6,6.28,0.37,30.25,150,13,34.9,233,2210,991696256,92.33,5
"1438","SantaRosacity","CA",NA,NA,7,113313,2.48,1.79,89.37,3.36,9.47,12.69,24.79,12.06,14.57,113313,100,35237,71.97,0.85,48.86,29.4,7.34,19.16,41148,17259,18093,10105,9553,11468,9291,9749,9269,8.3,4.94,14.3,26.88,4.62,62.12,12.52,24.6,11.5,28.58,11.28,29.88,17.19,14.42,2.98,70.93,69.48,81.39,71.69,60.79,70.3,1587,2.04,11095,15.21,27.64,38.33,46.33,1.49,2.71,3.75,4.54,87.71,2.74,4.73,3.12,2.44,2.47,2.41,58.49,4.29,50.71,2,2018,95.77,57.87,0.79,13.23,1973,1.62,0.12,158900,193800,248600,89700,476,579,718,242,638,30.5,24.9,11.3,219,33,9.79,57.69,40,74.39,90.03,3245.3,2.34,5.43,116546.2,7,5.95,102,86.77,197,167.59,326,277.33,1545,1314.33,5011,4262.87,508,432.16,58,49.34,537.64,6058.7,129,109.74,107,91.03,88931,75653.8,689.4,109.7,64.58,62.79,27.91,0,0,27.91,7,9,286.8,34.9,74,13700000,82.95,10
"1443","EastChicagocity","IN",NA,NA,7,33892,2.8,33.57,38.01,0.23,47.79,16.81,28.88,13.91,12.35,33892,100,19391,67.09,0.04,26.26,34.21,16.07,20.89,24511,9090,11163,7420,4145,13917,8299,8847,8604,25.56,20.68,42.26,6.61,14.24,46.86,32.54,22.07,27.75,13.96,11.75,40.32,15.19,13.59,3.42,48.49,44.54,40.69,53.74,44.28,53.43,3101,9.84,3917,7.86,10.7,15.19,20.14,0.91,1.24,1.76,2.33,57,6.42,10.43,7.35,2.78,2.97,2.63,48.49,7.76,57.03,2,1362,89.9,45.41,11.01,61.67,1945,11.07,1.11,32500,42600,55400,22900,141,208,274,133,286,25,15.9,12.8,0,5,11.56,60.92,66.23,92.98,93.49,2731.5,4.07,0,113114.8,7,21.29,25,76.03,146,444.03,668,2031.57,639,1943.37,1161,3530.91,492,1496.3,4,12.17,2572.91,6982.76,102,310.21,92,279.8,14155,43049.2,138.8,310.2,99.99,37.25,31.37,31.37,0,62.75,0,5,249.7,12.4,39,3719329,90.2,0
"1447","PuntaGordacity","FL",NA,NA,7,10747,2.1,5.87,93.39,0.36,1.59,5.87,10.71,5.42,39.16,10878,100,34158,49.2,0.87,65.95,57.66,6.32,39.51,40288,22482,23273,7422,44684,54993,8656,15099,898,8.43,4.66,15.38,25.46,3.93,32.16,7.36,25.64,9.47,31.29,6.83,12.06,8.03,7.47,2.36,66.61,56.45,58.18,53.31,49.36,65.15,213,1.95,536,1.31,3.54,3.54,5.04,0.07,0.18,0.18,0.25,93.01,0.68,1.72,1.31,2.05,2.04,2.1,79.24,1.44,56.6,2,1810,73.9,79.73,0.88,43.59,1979,3.7,0.16,114300,168200,225100,110800,240,364,513,273,434,25.6,23.7,11.5,0,0,4.93,14.53,41.11,58.03,66.03,736.1,0,6.91,655695.81,1,8.14,1,8.14,21,170.93,28,227.9,73,594.17,332,2702.26,15,122.09,0,0,415.11,3418.53,188,1530.2,143,1163.93,53435,434925.91,284.2,1530.2,98.17,95.21,3.19,1.6,0,4.79,13,10,58.5,14.6,230,8055879,76.06,0
"1450","Richmondcity","VA",760,67000,7,203056,2.38,55.22,43.35,0.88,0.93,13.35,29.11,15.34,13.66,203056,100,23551,74.21,0.46,31.91,28.24,10.18,15.96,29021,13993,20876,8676,16087,9641,12168,11581,40103,20.89,12.2,31.91,24.24,6.43,58.44,12.18,27.61,14.02,27.35,14.48,42.45,16.82,15.77,2.97,45.21,38.54,54.76,49.69,63.65,70.49,18852,13.21,3720,15.08,25.16,34.33,42.9,0.28,0.46,0.63,0.79,96,0.4,5.14,2.88,2.25,2.39,2.12,49.25,3.06,57.24,2,8804,90.65,46.3,10.89,40.3,1953,8.45,0.6,47700,66600,98200,50500,232,333,424,192,413,27.5,21.4,14.5,287,3,1.83,70.47,49.59,77.75,89.86,3259.7,12.86,4.64,156498,122,60.06,174,85.66,1578,776.83,1411,694.62,5081,2501.32,11571,5696.27,2215,1090.42,170,83.69,1617.17,9371.69,646,318.02,588,289.47,880656,433536.59,1363.2,318,70.3,72.6,26.01,1.39,0,27.24,30,11,73.7,62.3,266,31789916,91.02,5
"1451","Uniontownship","NJ",39,74480,7,50024,2.65,9.38,86.51,3.35,4.48,12.05,23.08,11.96,19.36,50024,100,42665,74.54,0.21,56.39,38.62,2.89,21.42,50451,18444,18858,14515,46000,18142,18581,16043,1887,3.89,10.57,25.17,21.5,4.56,61.39,16.26,23.01,10.93,27.94,5.54,30.2,7.82,6.78,3.06,82.26,79.94,95.3,84.62,62.9,69.45,506,1.46,7392,5.64,10.77,16.03,21.66,0.83,1.59,2.37,3.2,79.31,2.71,3.9,2.88,2.57,2.72,2.06,81.56,1.07,36.04,3,452,97.66,76.95,2.88,50.44,1951,0.64,0.23,152500,175600,200300,47800,437,549,694,257,630,26.4,23.4,16,15,0,14.78,68.69,71.3,82.42,95.77,5298.9,5.66,5.26,218780,1,1.95,8,15.59,140,272.74,61,118.84,408,794.84,1515,2951.43,782,1523.45,9,17.53,409.11,5287.25,114,222.09,102,198.71,25642,49954.2,224.9,222.1,89.14,96.49,2.63,0,0,2.63,6,11,45.2,9.4,49,11230196,89.47,0
"1465","Syracusecity","NY",67,73000,7,163860,2.52,20.33,74.98,2.17,2.89,17.47,33.6,19.56,12.86,163860,100,21242,71.56,0.31,37.23,29.13,12.75,16.92,28012,11351,12532,8025,7697,8109,4309,5420,34402,22.7,11.07,28.84,21.98,8.17,54.12,12.84,35.02,12.71,28.67,10.68,47.42,13.38,12.15,3.08,51.68,48.23,56,55.76,56.25,64.81,11877,10.32,10576,22.06,29.07,34.14,37.65,1.42,1.88,2.2,2.43,89.12,1.73,6.23,3.52,2.33,2.56,2.16,45.25,2.72,53.58,2,6557,90.83,41.06,4.36,28.21,1939,8.54,0.5,52400,67600,86800,34400,264,347,424,160,409,29.6,20.1,14.7,405,52,6.45,72.43,46.42,78.94,88.4,6300.5,10.98,7.59,189852.3,18,11.28,79,49.5,561,351.5,703,440.47,2824,1769.39,6358,3983.63,572,358.39,116,72.68,852.74,6184.09,448,280.7,342,214.28,170000,106514.3,379.5,280.7,81.68,93.3,6.7,0,0,6.7,34,4,93.8,26,144,30301000,76.34,0
"1468","Passaiccity","NJ",31,56550,7,58041,3.1,20.6,45.32,7.05,50.01,15.22,30.48,15.53,9.37,58041,100,26669,76.7,0.35,26.43,25.26,10.99,11.08,30708,11057,13900,9075,7627,12507,7347,7786,9794,17.02,23.34,44.38,14.2,10.94,60.74,36.22,15.64,32.68,15.71,8.94,39.71,13.81,11.46,3.6,60.31,54.81,66.99,59.24,65.45,71.62,5135,11.94,20997,25.73,39.28,51.45,63.51,9.31,14.21,18.61,22.98,37.54,21.03,14.27,10.36,3.06,3.28,2.98,30.05,16.89,69.23,2,884,95.49,28.08,2.26,46.49,1944,12.7,1.43,126800,165100,198500,71700,310,443,582,272,532,28,27.2,14.9,12,11,36.18,38.42,51.08,79.28,83.92,18056.6,12.48,6.77,129494.3,3,5.33,17,30.18,382,678.12,204,362.14,583,1034.94,1864,3308.95,673,1194.7,5,8.88,1075.77,5547.47,133,236.1,125,221.9,45625,80993,343,236.1,79.16,66.17,18.8,15.04,0,33.83,9,5,439.1,3.2,70,7294671,93.98,0
"1470","Concordcity","CA",NA,NA,7,111348,2.65,2.36,84.03,8.68,11.46,12.92,27.42,12.7,8.56,111348,100,41675,83.99,0.63,45.23,18.34,6.67,15.16,46847,17566,18356,14825,14266,14431,10610,12310,7349,6.69,3.65,11.93,26.14,4.58,70.43,10,20.12,9.45,29.52,10.82,31.29,16.14,13.55,3.1,74.16,72.72,84.48,73.1,61,71.37,1200,1.61,15735,19.38,30.95,43.7,51.84,2.74,4.37,6.18,7.33,81.55,3.08,5.13,3.63,2.63,2.68,2.55,62.06,5.23,42.88,3,1775,95.94,60.94,0.68,12.51,1967,1.32,0.09,157900,195300,249900,92000,529,618,758,229,677,29.1,24.4,11.5,47,6,14.13,50.29,44.79,72.77,86.89,3646.5,10.08,5.52,101393.7,5,4.45,44,39.13,210,186.75,342,304.13,1604,1426.4,4845,4308.54,878,780.78,30,26.68,534.46,6542.41,145,128.95,132,117.38,89205,79327.9,615.2,128.9,88.86,94.48,0.69,2.76,1.38,4.83,8,10,130.3,30.5,82,11401819,91.03,10
"1471","Hartfordtown","CT",3,37070,7,139739,2.72,38.89,39.98,1.45,31.59,17.16,34.04,18.02,8.78,139739,100,22140,71.32,0.31,24.55,22.4,21.82,11.6,24774,11081,15140,9661,8364,9807,5682,6169,36397,27.51,18,40.56,14.44,10.73,54.05,15.22,27.13,15.93,21.06,12.64,52.37,17.49,15.22,3.29,35.63,30.32,33.53,38.38,48.87,56.43,21440,20.8,21442,16.61,26.04,36.19,46.66,2.55,4,5.55,7.16,60.57,9.74,9.35,5.67,2.55,2.76,2.49,25.54,9.2,73.14,2,4634,91.74,23.61,6.24,25.51,1949,14.47,1.42,107100,133800,161300,54200,318,443,528,210,504,29.1,23.9,14.8,701,26,15.34,43.76,44.91,79.37,82.12,7794.8,17.32,11.96,204778,30,24.16,99,79.71,1243,1000.84,1470,1183.61,3628,2921.19,8824,7104.9,2633,2120.04,227,182.78,2288.32,12328.9,443,356.69,404,325.29,338090,272222.91,763.2,356.7,70,69.98,16.25,13.77,0,30.02,53,7,404.2,17.9,152,25432610,91.2,10
"1474","Auroracity","CO",NA,NA,7,222103,2.49,11.43,82.41,3.77,6.65,12.94,28.19,12.27,6.26,221603,99.77,33214,87.54,0.86,42.32,13.81,3.89,14.13,38614,15255,16149,11254,10623,10496,11263,11457,16288,7.43,2.53,9.7,26.3,4.71,74.15,9.61,20.76,9.45,28.35,12.6,28.91,17.52,15.16,3.07,71.18,70.47,80.74,73.8,68.48,76.09,4347,3.14,12519,14.3,21.45,30.86,40.36,0.81,1.21,1.74,2.28,91.2,1.37,3.78,2.48,2.47,2.64,2.21,62.93,2.91,51.55,2,10758,89.23,58.69,2.77,34.71,1977,2.78,0.17,65000,80200,96100,31100,313,393,498,185,455,24.7,22.7,11.8,43,2,5.64,33.94,40.07,60.26,78.38,1617.6,4.03,5.91,112076.5,19,7.7,166,67.31,740,300.07,3532,1432.22,2909,1179.6,11512,4668.1,1489,603.79,119,48.25,1807.31,6499.74,389,157.74,376,152.47,572478,232139,1471.7,157.7,88.57,92.8,2.31,3.34,0.51,6.17,23,12,125.8,137.3,175,27639186,96.66,5
"1484","Waterburytown","CT",9,80070,7,108961,2.52,12.97,79.55,0.72,13.38,12.46,27.7,12.94,14.74,108961,100,30533,74.28,0.5,40.34,31.57,9.95,18.37,37942,14209,15550,9765,11210,12159,7001,7761,12922,12.09,15.26,33.18,14.11,7.77,59.92,27.06,22.88,18.48,22.31,9.79,34.44,12.71,11.36,3.1,64.25,59.5,71.13,69.69,54.74,66.16,5432,6.61,9461,4.97,9.9,16.61,21.53,0.43,0.86,1.44,1.87,76.38,4.39,5.13,3.43,2.48,2.65,2.31,52.41,3.31,58.77,2,4041,91.44,49.02,7,36.35,1953,5.26,0.5,107000,131800,155700,48700,286,404,505,219,492,26.8,23.2,13.9,98,7,8.68,66.6,55.75,85.71,91.74,3682.4,3.18,8.89,199513.41,20,19.32,39,37.67,288,278.2,239,230.87,1815,1753.23,4957,4788.31,1377,1330.14,12,11.59,566.06,7883.27,315,304.28,285,275.3,94000,90801.1,298.4,304.3,98.6,80.95,6.03,13.02,0,19.05,28,6,98.4,29.6,86,20654224,90.48,0
"1495","Tacomacity","WA",NA,NA,7,176664,2.53,11.38,78.14,6.91,3.78,13.46,27.65,13.44,11.9,176664,100,25333,72.94,0.45,37.35,26.76,11.39,19.41,31203,12272,13470,8864,6913,6757,7577,7887,28632,16.79,6.74,20.74,15.78,7.19,57.25,15.96,24.71,15.58,23.03,13.81,32.4,17.73,15.86,3.08,64.05,60.73,72.93,66.92,54.7,64.39,5085,3.78,13621,11.62,19.54,33.53,42.42,0.9,1.51,2.59,3.27,89.35,2.3,6.22,3.92,2.44,2.58,2.29,55.67,4.94,53.5,2,5208,93.07,52.71,8.06,30.15,1955,4.53,0.48,51500,66200,87800,36300,264,350,432,168,413,28.1,21.1,13.2,391,17,7.71,48.55,46.27,77.36,85.37,3549.2,3.88,4.33,149451.09,31,16.66,191,102.65,1015,545.48,2204,1184.47,3915,2104,11355,6102.41,2335,1254.88,160,85.99,1849.26,9547.28,231,124.14,215,115.55,183064,98382.4,792.5,124.1,84.2,91.77,1.73,0,4.33,6.06,10,14,122.4,49.8,243,27808960,93.07,10
"1506","Edisontownship","NJ",23,20230,7,88680,2.79,5.56,79.49,13.72,4.33,11.41,26.53,11.97,9.78,88680,100,50075,87.93,0.44,57.26,19.63,2.92,13.73,55837,20961,22245,15284,12926,16107,16946,17117,3014,3.46,5.5,15.51,33.82,4.46,69.26,18.2,22.92,10.11,35.1,6.19,30.12,8.32,7.29,3.17,85.86,83.61,95.37,85.47,57.67,66.79,441,0.77,15782,15.74,28.51,39.96,48.24,2.8,5.07,7.11,8.59,76.68,2.6,4.39,3.33,2.73,2.94,2.3,72.09,3.33,45.82,3,1061,96.77,66.9,0.94,28.18,1967,0.48,0.21,153700,186200,239300,85600,552,642,738,186,700,23,22.7,14,110,0,17.8,54.31,56.5,74.34,85.09,2836.3,10.02,3.95,104462.7,2,2.16,0,0,83,89.83,48,51.95,668,722.96,2162,2339.88,390,422.09,13,14.07,143.94,3498.99,177,191.56,85,91.99,55519,60086.8,313.7,191.6,80.05,99.44,0.56,0,0,0.56,7,3,41,31.3,32,9652142,48.02,0
"1518","Haywardcity","CA",NA,NA,7,111498,2.78,9.83,61.8,15.55,23.92,13,28.98,13.67,9.72,111418,99.93,36058,81.74,0.49,36.57,22.46,10.03,16.64,40182,15048,16435,14744,12684,13549,10182,10969,10640,9.67,9.23,23.75,16.99,6.11,64.64,17.64,17.56,16.41,21.89,11.27,33.82,15.29,13.33,3.25,69.48,64.34,77.85,68.08,57.42,67.09,3028,3.74,23580,18.47,29.69,42.88,52.41,3.91,6.28,9.07,11.08,68.39,6.2,8.54,5.97,2.75,2.82,2.67,52.92,11,56.35,2,2099,95.03,51.52,1.29,16.06,1963,2.23,0.39,154900,184500,227400,72500,527,629,737,210,688,28.8,24.1,11.5,144,17,21.15,50.95,45.41,77.47,88.86,2476.9,8,7.45,138001.09,8,6.89,53,45.62,399,343.46,839,722.21,1737,1495.21,4493,3867.57,977,841,55,47.34,1118.18,6251.13,161,138.59,136,117.07,145799,125503.8,905.6,138.6,80.43,80.75,2.48,12.42,3.73,18.63,12,8,403.7,45,55,16031724,84.47,10
